transaction_id,transaction_amount,transaction_time,merchant_category,payment_method,card_present,customer_age,account_age_days,average_transaction_amount,transaction_amount_deviation,billing_country,transaction_country,location_mismatch,distance_from_home_km,international_transaction,device_type,device_trust_score,new_device,ip_risk_score,vpn_or_proxy,failed_authentication_attempts,transactions_last_1h,transactions_last_24h,transactions_last_7d,amount_spent_last_24h,unique_merchants_last_24h,merchant_risk_score,is_new_merchant,transaction_hour,day_of_week,is_weekend,is_night,authentication_method,authentication_success,cvv_match,previous_fraud_count,is_fraud
TXN101395,24.17,2025-06-07 15:33:35,home_improvement,digital_wallet,0,31,20,27.06,-0.107,US,US,0,4.5,0,pos_terminal,88.1,0,9.0,0,0,0,1,12,24.07,1,36.0,1,15,5,1,0,otp,1,1,0,0
TXN101396,17.27,2025-06-07 15:38:52,gas_station,debit_card,1,34,327,27.13,-0.363,CA,CA,0,11.2,0,mobile,56.6,1,5.5,0,0,0,1,8,38.31,1,9.2,1,15,5,1,0,biometric,1,1,0,0
TXN101397,44.44,2025-06-07 15:48:52,online_retail,credit_card,0,42,644,40.74,0.091,US,US,0,18.0,0,pos_terminal,76.4,0,21.2,0,0,1,2,10,98.44,1,50.6,1,15,5,1,0,password,1,1,0,0
TXN101398,39.71,2025-06-07 15:52:13,healthcare,debit_card,0,40,322,67.38,-0.411,US,US,0,0.0,0,desktop,62.9,0,15.6,0,0,0,1,3,95.66,1,10.5,0,15,5,1,0,otp,1,1,0,0
TXN101399,34.2,2025-06-07 15:58:16,clothing,credit_card,1,19,1299,44.34,-0.229,US,US,0,0.0,0,desktop,87.9,0,19.1,0,0,1,1,5,48.55,1,19.3,0,15,5,1,0,pin,1,1,0,0
TXN101400,79.41,2025-06-07 15:58:27,online_retail,debit_card,0,36,700,62.03,0.28,US,US,0,0.0,0,pos_terminal,86.5,0,13.7,0,0,0,1,6,42.79,1,42.0,0,15,5,1,0,otp,1,1,0,0
TXN101401,27.69,2025-06-07 15:58:45,online_retail,debit_card,1,22,44,32.98,-0.16,US,US,0,3.9,0,mobile,89.9,0,23.2,0,0,0,2,7,75.34,1,18.4,0,15,5,1,0,biometric,1,1,0,0
TXN101402,61.11,2025-06-07 16:07:16,healthcare,debit_card,0,27,429,61.34,-0.004,US,US,0,18.2,0,pos_terminal,65.6,0,6.2,0,0,0,1,2,102.75,1,19.1,0,16,5,1,0,otp,1,1,0,0
TXN101403,36.66,2025-06-07 16:09:00,restaurant,debit_card,1,38,20,32.84,0.116,US,US,0,19.9,0,mobile,75.4,0,16.1,0,1,0,3,13,59.47,1,10.6,0,16,5,1,0,pin,1,1,0,0
TXN101404,164.07,2025-06-07 16:15:39,online_retail,digital_wallet,0,34,639,193.32,-0.151,US,US,0,27.8,0,tablet,90.4,0,19.7,0,1,0,1,11,194.52,1,31.0,0,16,5,1,0,otp,1,1,0,0
TXN101405,45.56,2025-06-07 16:25:05,grocery,credit_card,0,55,532,49.78,-0.085,US,US,0,1.6,0,desktop,82.2,0,26.8,0,0,0,2,8,61.18,2,1.5,0,16,5,1,0,otp,1,1,0,0
TXN101406,8.83,2025-06-07 16:27:20,healthcare,credit_card,1,48,778,8.0,0.104,US,US,0,11.6,0,desktop,71.4,0,13.0,0,0,0,1,6,13.7,1,11.2,0,16,5,1,0,biometric,1,1,0,0
TXN101407,98.78,2025-06-07 16:29:48,restaurant,debit_card,1,61,121,118.94,-0.169,DE,DE,0,0.0,0,pos_terminal,82.7,0,34.2,0,0,0,0,3,0.0,0,12.2,1,16,5,1,0,biometric,1,1,0,0
TXN101408,36.69,2025-06-07 16:33:09,gas_station,debit_card,0,57,122,21.59,0.699,US,US,0,15.0,0,tablet,83.3,0,13.0,0,0,0,2,13,55.55,1,35.9,1,16,5,1,0,otp,1,1,0,0
TXN101409,18.9,2025-06-07 16:38:01,gas_station,credit_card,1,46,1709,24.36,-0.224,CA,CA,0,28.7,0,mobile,85.7,1,15.2,0,0,0,0,5,0.0,0,18.2,0,16,5,1,0,pin,1,1,0,0
TXN101410,43.8,2025-06-07 16:40:25,clothing,debit_card,0,38,437,57.22,-0.235,CA,CA,0,0.0,0,mobile,79.1,0,23.5,0,0,0,5,15,304.67,2,16.4,0,16,5,1,0,otp,0,1,0,0
TXN101411,233.16,2025-06-07 16:41:38,utilities,credit_card,0,29,238,44.32,4.261,US,US,0,12.2,0,desktop,72.0,0,29.9,0,1,1,4,8,143.1,1,0.0,0,16,5,1,0,otp,1,1,0,1
TXN101412,44.88,2025-06-07 16:47:26,home_improvement,credit_card,1,41,72,35.71,0.257,US,US,0,51.7,0,desktop,58.9,0,0.0,0,0,0,0,4,0.0,0,8.1,0,16,5,1,0,biometric,1,0,0,0
TXN101413,18.8,2025-06-07 16:47:35,electronics,credit_card,0,27,310,13.65,0.377,US,US,0,9.8,0,mobile,77.3,0,28.6,0,0,0,1,4,13.28,1,32.0,0,16,5,1,0,otp,1,1,0,0
TXN101414,65.27,2025-06-07 16:56:47,gas_station,credit_card,1,59,1794,90.07,-0.275,MX,MX,0,0.0,0,desktop,89.1,0,6.6,0,0,0,0,6,0.0,0,5.1,0,16,5,1,0,none,1,1,0,0
TXN101415,157.26,2025-06-07 16:57:41,home_improvement,credit_card,0,26,55,153.83,0.022,US,US,0,25.4,0,mobile,76.3,0,15.5,0,0,0,0,6,0.0,0,19.9,0,16,5,1,0,otp,1,1,0,0
TXN101416,64.79,2025-06-07 16:58:55,subscription,debit_card,1,44,268,33.5,0.934,US,US,0,25.4,0,mobile,82.6,0,4.7,0,0,0,2,9,50.07,1,12.7,0,16,5,1,0,biometric,1,1,0,0
TXN101417,67.37,2025-06-07 16:59:28,subscription,credit_card,0,43,316,39.37,0.711,US,US,0,0.0,0,desktop,90.2,0,46.3,1,0,0,1,5,66.62,1,19.9,0,16,5,1,0,password,1,1,0,0
TXN101418,25.88,2025-06-07 17:05:22,online_retail,credit_card,1,49,1397,18.66,0.387,MX,MX,0,4.7,0,pos_terminal,77.1,0,0.0,0,0,0,1,6,8.99,1,20.2,0,17,5,1,0,biometric,1,1,0,0
TXN101419,54.87,2025-06-07 17:14:12,gas_station,credit_card,1,54,1611,59.72,-0.081,IN,IN,0,0.0,0,pos_terminal,80.7,0,23.5,0,0,0,3,21,185.76,1,0.0,0,17,5,1,0,none,1,1,0,0
TXN101420,35.36,2025-06-07 17:20:29,online_retail,debit_card,1,56,313,34.77,0.017,US,US,0,17.3,0,desktop,95.9,0,9.9,0,0,0,2,8,33.29,1,27.2,0,17,5,1,0,biometric,1,1,0,0
TXN101421,131.96,2025-06-07 17:21:38,utilities,debit_card,1,32,927,163.79,-0.194,MX,MX,0,0.0,0,pos_terminal,70.1,0,1.9,0,0,0,1,4,138.16,1,14.6,0,17,5,1,0,pin,1,1,0,0
TXN101422,71.97,2025-06-07 17:29:07,gas_station,credit_card,0,28,1730,56.39,0.276,US,US,0,34.9,0,tablet,54.9,0,7.7,0,0,0,1,10,55.34,1,2.5,0,17,5,1,0,otp,1,1,0,0
TXN101423,252.65,2025-06-07 17:31:55,clothing,debit_card,1,54,1286,155.75,0.622,DE,DE,0,26.6,0,pos_terminal,100.0,0,8.5,0,0,0,1,6,177.44,1,9.8,0,17,5,1,0,pin,1,1,0,0
TXN101424,33.27,2025-06-07 17:41:36,restaurant,debit_card,1,47,323,79.16,-0.58,US,US,0,4.9,0,mobile,54.5,0,42.6,0,0,0,2,7,232.95,1,0.0,0,17,5,1,0,pin,1,1,0,0
TXN101425,35.88,2025-06-07 17:52:32,utilities,digital_wallet,0,58,1063,26.96,0.331,GB,GB,0,21.4,0,mobile,78.9,0,14.0,0,1,0,3,11,70.17,3,27.4,1,17,5,1,0,password,1,1,0,0
TXN101426,140.28,2025-06-07 17:53:30,clothing,credit_card,1,36,204,102.45,0.369,US,US,0,14.7,0,pos_terminal,87.4,0,17.6,0,1,0,4,11,181.13,1,17.6,0,17,5,1,0,pin,1,1,0,0
TXN101427,10.02,2025-06-07 18:09:26,gas_station,debit_card,0,43,79,25.91,-0.613,CN,CN,0,4.5,0,mobile,87.4,0,26.7,0,0,0,1,6,17.97,1,23.1,0,18,5,1,0,biometric,1,1,0,0
TXN101428,76.63,2025-06-07 18:19:16,online_retail,debit_card,0,59,24,62.13,0.233,US,US,0,18.5,0,mobile,26.5,0,15.1,0,0,0,0,5,0.0,0,29.2,0,18,5,1,0,otp,1,1,0,0
TXN101429,33.49,2025-06-07 18:20:36,gas_station,digital_wallet,0,36,14,33.18,0.009,US,US,0,33.9,0,mobile,74.9,0,1.5,0,0,0,3,4,139.91,1,10.0,0,18,5,1,0,none,1,1,0,0
TXN101430,28.75,2025-06-07 18:26:55,atm_withdrawal,debit_card,0,43,3,33.19,-0.134,US,US,0,1.7,0,pos_terminal,81.6,0,18.6,0,0,0,1,5,57.89,1,39.2,1,18,5,1,0,otp,1,1,0,0
TXN101431,17.21,2025-06-07 18:36:25,entertainment,credit_card,1,45,31,55.79,-0.692,US,US,0,16.6,0,tablet,72.3,0,18.0,0,0,0,1,7,63.38,1,29.1,0,18,5,1,0,biometric,1,1,0,0
TXN101432,46.49,2025-06-07 18:38:11,restaurant,digital_wallet,0,52,243,46.67,-0.004,US,US,0,0.0,0,tablet,72.8,0,5.4,0,0,0,3,7,120.91,2,15.0,0,18,5,1,0,otp,1,1,0,0
TXN101433,69.06,2025-06-07 18:38:38,electronics,credit_card,0,20,201,64.12,0.077,US,US,0,8.2,0,mobile,64.5,0,21.2,0,0,0,1,10,47.43,1,22.4,0,18,5,1,0,otp,1,1,0,0
TXN101434,31.45,2025-06-07 18:41:06,gas_station,credit_card,0,56,992,76.09,-0.587,US,US,0,25.2,0,desktop,79.5,0,8.3,0,0,0,0,7,0.0,0,5.0,0,18,5,1,0,biometric,1,1,0,0
TXN101435,30.21,2025-06-07 18:51:00,grocery,digital_wallet,0,78,632,21.6,0.399,US,US,0,0.0,0,pos_terminal,99.0,0,20.9,0,0,0,1,6,5.91,1,22.9,0,18,5,1,0,password,1,1,0,0
TXN101436,31.71,2025-06-07 18:56:06,gas_station,debit_card,0,42,287,45.14,-0.298,MX,MX,0,0.0,0,pos_terminal,60.4,0,7.1,0,0,0,2,9,83.32,2,8.2,0,18,5,1,0,password,1,1,0,0
TXN101437,82.8,2025-06-07 19:01:21,gas_station,debit_card,1,39,228,61.79,0.34,US,US,0,24.9,0,tablet,93.5,0,12.9,0,0,0,0,3,0.0,0,4.7,0,19,5,1,0,biometric,1,1,0,0
TXN101438,137.72,2025-06-07 19:06:01,entertainment,credit_card,1,19,538,119.53,0.152,US,US,0,12.9,0,desktop,72.5,0,0.0,0,0,0,0,7,0.0,0,7.3,0,19,5,1,0,biometric,1,1,0,0
TXN101439,35.3,2025-06-07 19:08:47,clothing,credit_card,1,53,354,37.73,-0.064,US,US,0,20.5,0,desktop,79.4,0,27.4,0,0,1,2,9,76.82,1,25.7,0,19,5,1,0,none,1,1,1,0
TXN101440,9.29,2025-06-07 19:11:02,grocery,credit_card,0,45,121,11.97,-0.224,US,US,0,4.4,0,mobile,66.3,0,20.7,0,0,0,2,13,14.73,2,1.9,0,19,5,1,0,otp,1,1,1,0
TXN101441,106.85,2025-06-07 19:16:34,online_retail,credit_card,0,39,21,100.43,0.064,GB,GB,0,37.1,0,mobile,71.3,0,40.6,0,1,0,0,4,0.0,0,16.2,0,19,5,1,0,password,1,1,0,0
TXN101442,31.62,2025-06-07 19:17:39,entertainment,credit_card,1,43,283,39.19,-0.193,US,US,0,1.9,0,desktop,77.7,0,1.4,0,0,1,5,13,165.57,1,21.6,0,19,5,1,1,none,1,1,0,0
TXN101443,15.12,2025-06-07 19:18:31,restaurant,debit_card,1,54,2449,45.96,-0.671,US,US,0,18.1,0,mobile,75.1,0,26.6,0,0,0,3,6,62.2,1,0.0,0,19,5,1,0,pin,1,1,0,0
TXN101444,87.85,2025-06-07 19:18:33,gas_station,digital_wallet,1,45,79,105.03,-0.164,US,US,0,12.3,0,tablet,72.8,0,5.8,0,0,0,0,3,0.0,0,10.5,0,19,5,1,0,biometric,1,1,0,0
TXN101445,126.58,2025-06-07 19:19:07,gas_station,credit_card,0,30,2068,92.26,0.372,US,US,0,8.3,0,desktop,58.8,0,17.6,0,0,1,3,10,373.97,1,13.6,0,19,5,1,0,password,1,0,0,0
TXN101446,40.81,2025-06-07 19:20:45,online_retail,debit_card,0,37,3462,47.74,-0.145,US,US,0,0.0,0,mobile,76.9,1,21.4,0,0,0,1,10,53.4,1,27.1,0,19,5,1,0,password,1,1,2,0
TXN101447,90.11,2025-06-07 19:21:28,travel,credit_card,1,52,196,57.38,0.57,US,SG,1,28.4,1,pos_terminal,91.7,0,10.1,0,1,0,1,7,16.35,1,35.8,0,19,5,1,0,pin,1,1,0,0
TXN101448,75.11,2025-06-07 19:23:49,online_retail,credit_card,1,64,196,88.82,-0.154,US,US,0,0.0,0,mobile,89.1,0,31.2,0,0,1,2,8,210.33,1,33.0,1,19,5,1,0,pin,1,1,0,0
TXN101449,8.9,2025-06-07 19:35:58,online_retail,credit_card,0,34,222,8.75,0.017,DE,DE,0,18.4,0,pos_terminal,61.6,0,21.0,0,0,0,4,10,27.8,2,26.8,0,19,5,1,0,password,1,1,0,0
TXN101450,163.12,2025-06-07 19:40:36,restaurant,digital_wallet,0,39,37,144.79,0.127,GB,GB,0,8.1,0,mobile,78.9,0,26.1,0,0,0,1,9,265.77,1,13.9,0,19,5,1,0,password,1,1,0,0
TXN101451,35.59,2025-06-07 19:45:21,electronics,debit_card,1,38,1791,50.46,-0.295,US,US,0,9.0,0,desktop,45.5,0,34.2,0,0,1,2,9,70.5,1,15.9,0,19,5,1,0,pin,1,1,0,0
TXN101452,93.97,2025-06-07 19:47:23,clothing,debit_card,0,41,315,62.56,0.502,GB,GB,0,42.7,0,pos_terminal,45.2,0,24.9,0,0,0,2,9,54.4,1,7.6,0,19,5,1,0,biometric,1,1,2,0
TXN101453,203.08,2025-06-07 19:49:51,grocery,debit_card,1,49,805,182.31,0.114,US,US,0,27.1,0,mobile,73.2,0,60.6,0,0,0,2,7,413.91,1,13.8,0,19,5,1,0,biometric,1,0,0,0
TXN101454,59.57,2025-06-07 19:52:54,home_improvement,credit_card,0,49,272,54.02,0.103,NG,NG,0,0.0,0,pos_terminal,79.5,0,24.1,0,0,0,0,5,0.0,0,32.4,1,19,5,1,0,password,1,1,0,0
TXN101455,46.23,2025-06-07 19:53:36,gas_station,debit_card,0,49,536,60.23,-0.232,MX,MX,0,0.0,0,mobile,70.5,0,33.8,0,0,0,0,5,0.0,0,23.3,0,19,5,1,0,otp,1,1,0,0
TXN101456,6.45,2025-06-07 20:06:24,gas_station,credit_card,1,39,1557,7.19,-0.103,CN,CN,0,0.0,0,mobile,58.3,0,28.5,0,0,0,1,9,9.34,1,3.5,0,20,5,1,0,pin,1,1,0,0
TXN101457,103.44,2025-06-07 20:24:02,digital_goods,debit_card,1,50,951,73.49,0.408,US,US,0,17.6,0,pos_terminal,100.0,0,58.6,1,0,0,0,9,0.0,0,38.1,0,20,5,1,0,biometric,1,1,0,0
TXN101458,35.84,2025-06-07 20:36:40,utilities,credit_card,1,35,415,21.87,0.639,US,US,0,11.0,0,pos_terminal,72.1,0,0.0,0,0,1,2,7,30.16,2,0.0,0,20,5,1,0,pin,0,1,0,0
TXN101459,192.22,2025-06-07 20:39:41,digital_goods,credit_card,1,44,516,110.77,0.735,GB,GB,0,12.4,0,mobile,90.1,0,1.1,0,0,0,1,7,162.65,1,56.1,1,20,5,1,0,pin,1,1,0,0
TXN101460,68.29,2025-06-07 20:40:29,subscription,digital_wallet,1,56,309,60.29,0.133,GB,CA,1,0.0,1,mobile,54.6,0,19.7,0,0,0,3,8,263.41,2,10.5,0,20,5,1,0,biometric,1,1,0,0
TXN101461,55.13,2025-06-07 20:45:05,digital_goods,debit_card,1,18,1469,69.23,-0.204,US,US,0,13.1,0,pos_terminal,76.9,0,24.0,0,0,0,0,6,0.0,0,53.4,1,20,5,1,0,pin,1,1,0,0
TXN101462,85.19,2025-06-07 20:46:27,online_retail,credit_card,0,21,252,97.67,-0.128,CA,CA,0,0.0,0,desktop,94.8,0,6.9,0,0,0,1,5,82.55,1,38.1,0,20,5,1,0,otp,1,1,0,0
TXN101463,18.72,2025-06-07 20:47:29,grocery,credit_card,1,18,615,22.42,-0.165,CA,CA,0,27.1,0,desktop,80.0,0,7.6,0,0,0,0,4,0.0,0,10.2,0,20,5,1,0,pin,1,1,1,0
TXN101464,22.43,2025-06-07 20:52:04,healthcare,credit_card,0,41,1032,26.97,-0.168,US,US,0,26.5,0,mobile,84.7,0,7.0,0,0,0,1,5,28.91,1,12.7,0,20,5,1,0,otp,1,1,0,0
TXN101465,32.66,2025-06-07 20:53:51,grocery,debit_card,0,52,2995,25.17,0.298,US,US,0,0.0,0,mobile,71.6,0,12.4,0,0,0,2,9,66.41,2,6.1,0,20,5,1,0,otp,1,1,0,0
TXN101466,59.02,2025-06-07 20:57:24,restaurant,credit_card,1,18,1376,38.97,0.514,JP,JP,0,0.0,0,desktop,73.8,0,4.2,0,1,0,0,8,0.0,0,12.2,0,20,5,1,0,pin,1,1,0,0
TXN101467,64.91,2025-06-07 20:58:11,healthcare,credit_card,0,59,1170,99.14,-0.345,FR,FR,0,0.0,0,tablet,81.9,0,2.0,0,0,0,1,4,203.87,1,8.3,0,20,5,1,0,otp,1,1,1,0
TXN101468,79.19,2025-06-07 20:58:47,digital_goods,credit_card,0,29,90,75.23,0.053,GB,GB,0,35.9,0,tablet,96.6,0,16.8,0,0,0,0,12,0.0,0,45.7,0,20,5,1,0,password,1,1,1,0
TXN101469,68.2,2025-06-07 21:10:23,subscription,debit_card,0,39,825,81.09,-0.159,US,US,0,21.1,0,mobile,91.7,0,36.2,0,0,0,5,12,85.86,3,16.7,0,21,5,1,0,password,1,1,0,0
TXN101470,21.4,2025-06-07 21:18:34,gas_station,credit_card,0,47,584,49.74,-0.57,US,US,0,0.0,0,pos_terminal,91.9,0,23.2,0,1,0,1,8,47.68,1,7.6,0,21,5,1,0,biometric,1,1,0,0
TXN101471,20.14,2025-06-07 21:19:20,grocery,credit_card,0,56,474,22.66,-0.111,US,US,0,15.8,0,mobile,85.5,0,2.2,0,0,0,1,7,13.65,1,0.0,0,21,5,1,0,none,1,0,0,0
TXN101472,49.66,2025-06-07 21:24:21,entertainment,credit_card,1,34,878,28.33,0.753,IN,IN,0,0.0,0,mobile,70.3,0,4.8,0,0,0,1,5,16.95,1,23.2,0,21,5,1,0,pin,1,1,0,0
TXN101473,49.55,2025-06-07 21:26:23,electronics,digital_wallet,1,50,898,55.41,-0.106,GB,GB,0,30.8,0,mobile,84.1,0,11.6,0,0,0,3,8,207.51,1,23.7,0,21,5,1,0,none,1,1,0,0
TXN101474,51.77,2025-06-07 21:35:47,grocery,debit_card,1,30,427,32.28,0.604,AU,AU,0,23.5,0,mobile,74.2,0,23.4,0,0,0,1,5,26.75,1,2.1,0,21,5,1,0,pin,1,1,0,0
TXN101475,21.71,2025-06-07 21:47:03,home_improvement,credit_card,1,41,1419,33.35,-0.349,CA,MX,1,0.0,1,pos_terminal,76.1,0,10.2,0,0,0,0,5,0.0,0,28.7,0,21,5,1,0,biometric,1,1,0,0
TXN101476,197.77,2025-06-07 21:49:54,home_improvement,credit_card,1,52,379,125.27,0.579,AU,FR,1,11.6,1,pos_terminal,22.8,1,11.2,0,0,0,1,5,197.3,1,11.5,0,21,5,1,0,biometric,1,1,0,0
TXN101477,206.41,2025-06-07 21:56:12,restaurant,credit_card,0,59,293,140.09,0.473,US,US,0,19.2,0,mobile,98.7,0,20.8,0,0,0,1,9,165.98,1,7.8,0,21,5,1,0,biometric,1,1,0,0
TXN101478,82.3,2025-06-07 21:58:38,grocery,credit_card,1,24,31,58.82,0.399,US,SG,1,31.4,1,desktop,50.5,1,0.0,0,0,0,0,6,0.0,0,20.7,0,21,5,1,0,none,1,1,0,0
TXN101479,36.74,2025-06-07 22:08:43,grocery,debit_card,1,29,276,40.29,-0.088,US,US,0,50.8,0,desktop,100.0,0,0.0,0,0,0,2,12,96.67,1,8.5,0,22,5,1,1,biometric,1,1,0,0
TXN101480,76.7,2025-06-07 22:17:30,restaurant,credit_card,0,50,71,47.46,0.616,US,US,0,34.8,0,desktop,72.1,0,6.4,0,0,0,1,5,40.88,1,0.0,0,22,5,1,1,password,1,1,0,0
TXN101481,109.29,2025-06-07 22:25:44,online_retail,credit_card,0,59,1002,115.31,-0.052,DE,JP,1,0.0,1,desktop,99.2,0,29.7,0,0,0,1,7,127.17,1,52.2,1,22,5,1,1,password,1,1,0,0
TXN101482,31.41,2025-06-07 22:56:55,healthcare,credit_card,1,46,1274,40.67,-0.228,US,US,0,32.8,0,mobile,100.0,0,13.9,0,0,0,0,7,0.0,0,5.8,0,22,5,1,1,biometric,0,1,0,0
TXN101483,41.32,2025-06-07 23:06:42,digital_goods,credit_card,0,53,95,67.06,-0.384,GB,GB,0,33.6,0,desktop,89.2,0,17.4,0,1,0,2,13,139.63,1,31.9,0,23,5,1,1,otp,1,1,0,0
TXN101484,113.64,2025-06-08 00:34:14,restaurant,credit_card,0,36,189,89.69,0.267,US,US,0,9.8,0,desktop,100.0,0,20.7,0,0,0,3,10,312.86,1,2.9,0,0,6,1,1,otp,1,1,0,0
TXN101485,13.79,2025-06-08 05:48:50,jewelry,debit_card,0,28,782,35.11,-0.607,US,US,0,8.9,0,mobile,64.8,0,5.6,0,1,2,2,5,125.78,1,43.5,0,5,6,1,1,password,1,1,0,0
TXN101486,200.46,2025-06-08 06:17:04,electronics,debit_card,0,60,213,140.36,0.428,DE,DE,0,39.2,0,desktop,71.2,0,12.9,0,0,0,0,10,0.0,0,40.9,0,6,6,1,0,none,1,1,0,0
TXN101487,21.9,2025-06-08 07:32:14,gas_station,credit_card,1,47,848,26.12,-0.162,US,US,0,6.9,0,mobile,100.0,0,29.7,0,0,0,1,7,33.01,1,7.2,0,7,6,1,0,pin,1,1,0,0
TXN101488,75.69,2025-06-08 07:42:38,electronics,debit_card,1,39,119,39.7,0.907,US,US,0,4.8,0,mobile,76.8,0,19.3,0,0,0,0,8,0.0,0,35.6,0,7,6,1,0,pin,1,1,0,0
TXN101489,56.99,2025-06-08 07:43:43,gas_station,digital_wallet,1,51,441,114.65,-0.503,US,US,0,4.0,0,mobile,89.9,0,4.6,0,0,0,1,8,105.91,1,20.3,1,7,6,1,0,none,1,1,0,0
TXN101490,91.45,2025-06-08 08:00:14,home_improvement,debit_card,0,51,228,84.25,0.085,CA,CA,0,19.2,0,pos_terminal,75.3,0,6.4,0,0,1,2,6,175.14,1,18.4,0,8,6,1,0,otp,1,1,0,0
TXN101491,74.81,2025-06-08 08:07:43,online_retail,digital_wallet,0,33,44,86.08,-0.131,US,RU,1,0.0,1,pos_terminal,80.7,0,19.0,0,0,0,1,9,76.69,1,27.2,0,8,6,1,0,password,1,1,0,0
TXN101492,36.01,2025-06-08 08:09:01,travel,credit_card,0,33,46,46.08,-0.219,US,US,0,18.5,0,pos_terminal,71.8,0,22.8,0,0,0,2,4,9.22,1,32.6,0,8,6,1,0,otp,1,1,0,0
TXN101493,54.55,2025-06-08 08:10:40,digital_goods,credit_card,0,67,379,31.22,0.747,US,US,0,0.0,0,desktop,36.6,1,18.0,0,0,0,2,8,88.74,1,42.9,0,8,6,1,0,password,1,1,0,0
TXN101494,42.56,2025-06-08 08:12:42,electronics,credit_card,0,57,73,52.25,-0.185,US,US,0,16.3,0,desktop,72.8,0,4.0,0,0,0,0,7,0.0,0,25.7,0,8,6,1,0,password,1,1,0,0
TXN101495,22.02,2025-06-08 08:15:10,entertainment,digital_wallet,1,47,279,21.29,0.034,US,US,0,20.1,0,pos_terminal,78.5,0,17.6,0,0,1,4,13,74.38,2,27.7,0,8,6,1,0,biometric,1,1,0,0
TXN101496,12.38,2025-06-08 08:23:21,gas_station,credit_card,1,43,72,26.23,-0.528,RU,GB,1,0.0,1,desktop,51.5,0,10.9,0,0,0,1,11,33.69,1,0.9,0,8,6,1,0,biometric,1,1,0,0
TXN101497,1.0,2025-06-08 08:33:43,online_retail,credit_card,0,18,735,11.91,-0.916,US,US,0,5.6,0,pos_terminal,100.0,0,19.1,0,0,0,2,5,38.93,1,45.4,0,8,6,1,0,password,1,1,0,0
TXN101498,17.15,2025-06-08 08:34:30,restaurant,debit_card,1,28,127,21.27,-0.194,GB,GB,0,0.0,0,pos_terminal,68.1,0,24.1,0,1,0,1,9,12.32,1,5.8,0,8,6,1,0,biometric,1,1,2,0
TXN101499,12.19,2025-06-08 08:52:16,clothing,credit_card,1,59,815,19.08,-0.361,SG,SG,0,8.7,0,mobile,76.1,0,9.1,0,0,0,0,8,0.0,0,23.7,0,8,6,1,0,biometric,1,1,0,0
TXN101500,61.17,2025-06-08 08:55:03,grocery,digital_wallet,1,23,129,53.95,0.134,IN,IN,0,1.8,0,pos_terminal,64.3,0,11.3,0,0,0,0,5,0.0,0,5.8,0,8,6,1,0,pin,1,1,1,0
TXN101501,12.27,2025-06-08 09:00:50,online_retail,debit_card,0,53,709,27.57,-0.555,US,US,0,23.5,0,desktop,82.9,0,28.1,0,0,0,0,5,0.0,0,53.8,1,9,6,1,0,none,0,1,0,0
TXN101502,32.4,2025-06-08 09:17:04,clothing,digital_wallet,1,48,226,46.7,-0.306,US,US,0,0.0,0,pos_terminal,42.8,1,19.3,0,0,0,1,6,42.04,1,4.2,0,9,6,1,0,pin,1,1,0,0
TXN101503,143.79,2025-06-08 09:29:01,healthcare,digital_wallet,0,60,293,128.72,0.117,US,US,0,6.6,0,desktop,74.4,0,26.2,0,0,0,2,9,393.16,1,17.4,0,9,6,1,0,password,1,1,0,0
TXN101504,66.13,2025-06-08 09:31:13,atm_withdrawal,debit_card,1,64,360,114.9,-0.424,US,CA,1,13.8,1,desktop,55.8,0,29.5,0,0,0,2,8,202.26,1,29.4,0,9,6,1,0,pin,1,1,0,0
TXN101505,92.54,2025-06-08 09:34:10,entertainment,credit_card,1,19,172,68.7,0.347,US,US,0,17.9,0,desktop,81.8,0,31.3,0,0,1,2,6,177.34,2,17.1,0,9,6,1,0,pin,1,1,0,0
TXN101506,69.06,2025-06-08 09:49:02,restaurant,credit_card,0,27,1079,59.88,0.153,US,US,0,0.0,0,desktop,69.4,0,10.4,0,0,1,2,5,84.59,1,11.5,0,9,6,1,0,otp,1,1,0,0
TXN101507,50.94,2025-06-08 09:52:01,restaurant,credit_card,1,30,3346,43.66,0.167,US,US,0,0.0,0,tablet,69.7,0,17.0,0,0,0,3,10,36.08,2,14.0,0,9,6,1,0,biometric,1,1,0,0
TXN101508,16.79,2025-06-08 09:56:07,home_improvement,digital_wallet,1,51,621,20.16,-0.167,US,RU,1,25.4,1,mobile,70.6,0,0.0,0,0,1,2,6,40.24,1,4.8,0,9,6,1,0,biometric,1,1,0,0
TXN101509,36.17,2025-06-08 09:57:03,digital_goods,credit_card,1,28,367,24.25,0.492,IN,IN,0,2.6,0,tablet,100.0,0,9.5,0,0,0,0,6,0.0,0,34.7,0,9,6,1,0,pin,1,1,1,0
TXN101510,42.24,2025-06-08 09:59:41,grocery,credit_card,0,45,168,61.1,-0.309,CA,CA,0,6.5,0,mobile,100.0,0,20.9,1,1,0,2,8,163.02,1,0.0,0,9,6,1,0,password,1,1,0,0
TXN101511,29.79,2025-06-08 09:59:48,electronics,credit_card,1,38,432,24.98,0.193,DE,DE,0,27.6,0,desktop,94.2,0,26.9,0,0,0,0,8,0.0,0,35.7,0,9,6,1,0,biometric,1,1,0,0
TXN101512,180.18,2025-06-08 10:05:36,electronics,credit_card,1,45,3746,158.98,0.133,DE,DE,0,0.0,0,tablet,64.7,0,3.9,0,0,0,1,6,309.95,1,24.1,0,10,6,1,0,pin,1,1,0,0
